Depth,K
m,%
1215.86,3.75024
1215.96,3.51977
1216.06,3.17555
1216.16,2.76606
1216.26,2.34375
1216.36,1.96055
1216.46,1.66844
1216.56,1.50627
1216.66,1.48262
1216.76,1.56344
1216.86,1.68314
1216.96,1.77475
1217.06,1.79002
1217.16,1.72094
1217.26,1.59216
1217.36,1.45591
1217.46,1.36224
1217.56,1.33111
1217.66,1.34801
1217.76,1.37162
1217.86,1.36779
1217.96,1.33234
1218.06,1.28052
1218.16,1.23168
1218.26,1.18994
1218.36,1.14967
1218.46,1.10717
1218.56,1.06043
1218.66,1.01697
1218.76,0.983
1218.86,0.96014
1218.96,0.94168
1219.06,0.91736
1219.16,0.8906
1219.26,0.86989
1219.36,0.87314
1219.46,0.93154
1219.56,1.06327
1219.66,1.26411
1219.76,1.51962
1219.86,1.80677
1219.96,2.07535
1220.06,2.27261
1220.16,2.37209
1220.26,2.38398
1220.36,2.34659
1220.46,2.30148
1220.56,2.26172
1220.66,2.20724
1220.76,2.10066
1220.86,1.90655
1220.96,1.61753
1221.06,1.28641
1221.16,0.98677
1221.26,0.76548
1221.36,0.63792
1221.46,0.60073
1221.56,0.62306
1221.66,0.65663
1221.76,0.6752
1221.86,0.69967
1221.96,0.77768
1222.06,0.95305
1222.16,1.24324
1222.26,1.6308
1222.36,2.06678
1222.46,2.47358
1222.56,2.77746
1222.66,2.94797
1222.76,3.00036
1222.86,2.97522
1222.96,2.92348
1223.06,2.89929
1223.16,2.9282
1223.26,2.99022
1223.36,3.01737
1223.46,2.93293
1223.56,2.71186
1223.66,2.3968
1223.76,2.06342
1223.86,1.7831
1223.96,1.57578
1224.06,1.41258
1224.16,1.24762
1224.26,1.0624
1224.36,0.87232
1224.46,0.71529
1224.56,0.63716
1224.66,0.66565
1224.76,0.79493
1224.86,0.99297
1224.96,1.201
1225.06,1.36863
1225.16,1.47011
1225.26,1.51175
1225.36,1.53449
1225.46,1.58799
1225.56,1.69422
1225.66,1.81526
1225.76,1.87021
1225.86,1.78945
1225.96,1.55337
1226.06,1.20964
1226.16,0.84059
1226.26,0.52702
1226.36,0.32146
1226.46,0.2328
1226.56,0.22476
1226.66,0.24158
1226.76,0.24441
1226.86,0.22398
1226.96,0.19525
1227.06,0.18351
1227.16,0.21064
1227.26,0.28824
1227.36,0.4097
1227.46,0.55773
1227.56,0.71546
1227.66,0.88183
1227.76,1.05297
1227.86,1.22586
1227.96,1.39935
1228.06,1.57167
1228.16,1.74195
1228.26,1.90331
1228.36,2.02594
1228.46,2.07568
1228.56,2.02848
1228.66,1.88489
1228.76,1.66651
1228.86,1.42084
1228.96,1.19049
1229.06,0.99625
1229.16,0.84768
1229.26,0.73497
1229.36,0.62769
1229.46,0.51706
1229.56,0.41261
1229.66,0.33201
1229.76,0.29561
1229.86,0.3141
1229.96,0.3841
1230.06,0.4878
1230.16,0.59627
1230.26,0.69019
1230.36,0.77427
1230.46,0.86689
1230.56,0.96512
1230.66,1.06538
1230.76,1.18757
1230.86,1.36758
1230.96,1.63013
1231.06,1.97463
1231.16,2.36265
1231.26,2.73728
1231.36,3.04608
1231.46,3.26125
1231.56,3.39517
1231.66,3.47469
1231.76,3.48194
1231.86,3.35826
1231.96,3.0551
1232.06,2.57749
1232.16,1.99139
1232.26,1.40225
1232.36,0.91142
1232.46,0.57455
1232.56,0.3916
1232.66,0.31545
1232.76,0.28801
1232.86,0.28122
1232.96,0.29627
1233.06,0.3319
1233.16,0.37925
1233.26,0.42824
1233.36,0.46986
1233.46,0.49736
1233.56,0.49378
1233.66,0.4364
1233.76,0.33222
1233.86,0.21646
1233.96,0.13656
1234.06,0.12016
1234.16,0.17282
1234.26,0.30044
1234.36,0.51716
1234.46,0.84028
1234.56,1.28214
1234.66,1.84904
1234.76,2.52304
1234.86,3.22079
1234.96,3.81467
1235.06,4.18126
1235.16,4.24542
1235.26,3.99242
1235.36,3.46498
1235.46,2.76326
1235.56,2.02239
1235.66,1.36809
1235.76,0.86766
1235.86,0.52514
1235.96,0.31501
1236.06,0.20449
1236.16,0.15951
1236.26,0.14776
1236.36,0.149
1236.46,0.14849
1236.56,0.1329
1236.66,0.10489
1236.76,0.08298
1236.86,0.08796
1236.96,0.13008
1237.06,0.20026
1237.16,0.27444
1237.26,0.3335
1237.36,0.36817
1237.46,0.38127
1237.56,0.38896
1237.66,0.41437
1237.76,0.47736
1237.86,0.60043
1237.96,0.79044
1238.06,1.01632
1238.16,1.22577
1238.26,1.36248
1238.36,1.38895
1238.46,1.30376
1238.56,1.14073
1238.66,0.95346
1238.76,0.79277
1238.86,0.6906
1238.96,0.65107
1239.06,0.65945
1239.16,0.70435
1239.26,0.76881
1239.36,0.82954
1239.46,0.86631
1239.56,0.87313
1239.66,0.85002
1239.76,0.80401
1239.86,0.74278
1239.96,0.66839
1240.06,0.58571
1240.16,0.50662
1240.26,0.44633
1240.36,0.41595
1240.46,0.41846
1240.56,0.45067
1240.66,0.50314
1240.76,0.56268
1240.86,0.61031
1240.96,0.62676
1241.06,0.61164
1241.16,0.58025
1241.26,0.5479
1241.36,0.53253
1241.46,0.54716
1241.56,0.58911
1241.66,0.64315
1241.76,0.68386
1241.86,0.69356
1241.96,0.67224
1242.06,0.62776
1242.16,0.57205
1242.26,0.51751
1242.36,0.48231
1242.46,0.4784
1242.56,0.50347
1242.66,0.54513
1242.76,0.58602
1242.86,0.61956
1242.96,0.65151
1243.06,0.68285
1243.16,0.70958
1243.26,0.71839
1243.36,0.69838
1243.46,0.65598
1243.56,0.61127
1243.66,0.58681
1243.76,0.59437
1243.86,0.62567
1243.96,0.6627
1244.06,0.68571
1244.16,0.68711
1244.26,0.66606
1244.36,0.6249
1244.46,0.57313
1244.56,0.52318
1244.66,0.48418
1244.76,0.46311
1244.86,0.45546
1244.96,0.45682
1245.06,0.46366
1245.16,0.4716
1245.26,0.47764
1245.36,0.47804
1245.46,0.46885
1245.56,0.4474
1245.66,0.41841
1245.76,0.39952
1245.86,0.39774
1245.96,0.41248
1246.06,0.43876
1246.16,0.45686
1246.26,0.44718
1246.36,0.41169
1246.46,0.36132
1246.56,0.31255
1246.66,0.2805
1246.76,0.2762
1246.86,0.30386
1246.96,0.36783
1247.06,0.46503
1247.16,0.57106
1247.26,0.65585
1247.36,0.71409
1247.46,0.75376
1247.56,0.796
1247.66,0.86589
1247.76,0.969
1247.86,1.09502
1247.96,1.22087
1248.06,1.31171
1248.16,1.33897
1248.26,1.30139
1248.36,1.22042
1248.46,1.11595
1248.56,0.99858
1248.66,0.88357
1248.76,0.78477
1248.86,0.71178
1248.96,0.6631
1249.06,0.6291
1249.16,0.61413
1249.26,0.62911
1249.36,0.67022
1249.46,0.72079
1249.56,0.75963
1249.66,0.7694
1249.76,0.73978
1249.86,0.67847
1249.96,0.61024
1250.06,0.56162
1250.16,0.54524
1250.26,0.55736
1250.36,0.57597
1250.46,0.58205
1250.56,0.57146
1250.66,0.55254
1250.76,0.53733
1250.86,0.53624
1250.96,0.5452
1251.06,0.54546
1251.16,0.5187
1251.26,0.46113
1251.36,0.38295
1251.46,0.31121
1251.56,0.2744
1251.66,0.28215
1251.76,0.32912
1251.86,0.40163
1251.96,0.48651
1252.06,0.57551
1252.16,0.67066
1252.26,0.77169
1252.36,0.86698
1252.46,0.93835
1252.56,0.96874
1252.66,0.95181
1252.76,0.89229
1252.86,0.80116
1252.96,0.69654
1253.06,0.60005
1253.16,0.53521
1253.26,0.51676
1253.36,0.53887
1253.46,0.58083
1253.56,0.61044
1253.66,0.60294
1253.76,0.53554
1253.86,0.38821
1253.96,0.18755
1254.06,-0.00738
1254.16,-0.13316
1254.26,-0.14878
1254.36,-0.04645
1254.46,0.17197
1254.56,0.49159
1254.66,0.86953
1254.76,1.24175
1254.86,1.53258
1254.96,1.68712
1255.06,1.67384
1255.16,1.52328
1255.26,1.3392
1255.36,1.23069
1255.46,1.24733
1255.56,1.35983
1255.66,1.49215
1255.76,1.58729
1255.86,1.62927
1255.96,1.62961
1256.06,1.60663
1256.16,1.5692
1256.26,1.51872
1256.36,1.45487
1256.46,1.38838
1256.56,1.33069
1256.66,1.28274
1256.76,1.23461
1256.86,1.17517
1256.96,1.10098
1257.06,1.01619
1257.16,0.92755
1257.26,0.84076
1257.36,0.75994
1257.46,0.69603
1257.56,0.65837
1257.66,0.65217
1257.76,0.67159
1257.86,0.69708
1257.96,0.71433
1258.06,0.72001
1258.16,0.7183
1258.26,0.71578
1258.36,0.71331
1258.46,0.70571
1258.56,0.69331
1258.66,0.69854
1258.76,0.75527
1258.86,0.86492
1258.96,0.99516
1259.06,1.10047
1259.16,1.1498
1259.26,1.14506
1259.36,1.11821
1259.46,1.10888
1259.56,1.1541
1259.66,1.27062
1259.76,1.42591
1259.86,1.55396
1259.96,1.60561
1260.06,1.56257
1260.16,1.43124
1260.26,1.24216
1260.36,1.043
1260.46,0.87682
1260.56,0.7684
1260.66,0.71856
1260.76,0.70078
1260.86,0.68761
1260.96,0.65815
1261.06,0.59779
1261.16,0.51177
1261.26,0.42449
1261.36,0.35999
1261.46,0.327
1261.56,0.31728
1261.66,0.31267
1261.76,0.30443
1261.86,0.29787
1261.96,0.3001
1262.06,0.3102
1262.16,0.31941
1262.26,0.31964
1262.36,0.31533
1262.46,0.321632
1262.56,0.34865
1262.66,0.3958
1262.76,0.45503
1262.86,0.51243
1262.96,0.56306
1263.06,0.60972
1263.16,0.64741
1263.26,0.66574
1263.36,0.6574
1263.46,0.61511
1263.56,0.5467
1263.66,0.4727
1263.76,0.41442
1263.86,0.39045
1263.96,0.41594
1264.06,0.49759
1264.16,0.62263
1264.26,0.75504
1264.36,0.85334
1264.46,0.87846
1264.56,0.82717
1264.66,0.72248
1264.76,0.59886
1264.86,0.4904
1264.96,0.42
1265.06,0.39541
1265.16,0.4135
1265.26,0.46308
1265.36,0.53585
1265.46,0.6254
1265.56,0.7307
1265.66,0.83666
1265.76,0.91992
1265.86,0.95462
1265.96,0.9304
1266.06,0.85683
1266.16,0.76987
1266.26,0.71862
1266.36,0.73085
1266.46,0.80281
1266.56,0.90306
1266.66,0.99062
1266.76,1.0273
1266.86,0.97938
1266.96,0.85182
1267.06,0.68524
1267.16,0.54134
1267.26,0.47161
1267.36,0.49309
1267.46,0.58336
1267.56,0.68775
1267.66,0.74643
1267.76,0.73287
1267.86,0.66562
1267.96,0.59422
1268.06,0.54735
1268.16,0.52928
1268.26,0.52792
1268.36,0.5266
1268.46,0.51125
1268.56,0.47914
1268.66,0.44246
1268.76,0.41929
1268.86,0.41324
1268.96,0.41965
1269.06,0.42807
1269.16,0.42378
1269.26,0.39675
1269.36,0.35526
1269.46,0.32327
1269.56,0.31694
1269.66,0.33888
1269.76,0.38206
1269.86,0.43123
1269.96,0.47627
1270.06,0.50836
1270.16,0.52588
1270.26,0.54282
1270.36,0.57687
1270.46,0.64497
1270.56,0.75387
1270.66,0.91606
1270.76,1.13988
1270.86,1.41015
1270.96,1.69672
1271.06,1.9748
1271.16,2.23452
1271.26,2.46354
1271.36,2.64371
1271.46,2.76464
1271.56,2.82257
1271.66,2.83428
1271.76,2.81889
1271.86,2.79819
1271.96,2.78129
1272.06,2.75873
1272.16,2.71336
1272.26,2.64504
1272.36,2.58603
1272.46,2.56969
1272.56,2.59248
1272.66,2.61692
1272.76,2.59188
1272.86,2.49496
1272.96,2.34249
1273.06,2.18655
1273.16,2.07039
1273.26,2.00646
1273.36,1.99093
1273.46,2.01724
1273.56,2.07793
1273.66,2.16211
1273.76,2.25205
1273.86,2.32369
1273.96,2.35762
1274.06,2.34674
1274.16,2.28753
1274.26,2.19415
1274.36,2.0802
1274.46,1.94051
1274.56,1.77287
1274.66,1.59836
1274.76,1.44059
1274.86,1.30406
1274.96,1.17225
1275.06,1.03551
1275.16,0.89681
1275.26,0.77486
1275.36,0.6827
1275.46,0.62416
1275.56,0.59344
1275.66,0.5783
1275.76,0.56734
1275.86,0.56447
1275.96,0.58581
1276.06,0.64843
1276.16,0.73947
1276.26,0.81871
1276.36,0.843
1276.46,0.79721
1276.56,0.69507
1276.66,0.57111
1276.76,0.4593
1276.86,0.37836
1276.96,0.32784
1277.06,0.29061
1277.16,0.25036
1277.26,0.20772
1277.36,0.18052
1277.46,0.18577
1277.56,0.21864
1277.66,0.26179
1277.76,0.29518
1277.86,0.30801
1277.96,0.29667
1278.06,0.26428
1278.16,0.22721
1278.26,0.2065
1278.36,0.21117
1278.46,0.23582
1278.56,0.26839
1278.66,0.29417
1278.76,0.30229
1278.86,0.29494
1278.96,0.27867
1279.06,0.26254
1279.16,0.25182
1279.26,0.2406
1279.36,0.22152
1279.46,0.19769
1279.56,0.18528
1279.66,0.19235
1279.76,0.2179
1279.86,0.25095
1279.96,0.27237
1280.06,0.27322
1280.16,0.25933
1280.26,0.24563
1280.36,0.24394
1280.46,0.25169
1280.56,0.26011
1280.66,0.25658
1280.76,0.23936
1280.86,0.21718
1280.96,0.19989
1281.06,0.19799
1281.16,0.21385
1281.26,0.24014
1281.36,0.27003
1281.46,0.30093
1281.56,0.34348
1281.66,0.40769
1281.76,0.49221
1281.86,0.58189
1281.96,0.65495
1282.06,0.69407
1282.16,0.69357
1282.26,0.65591
1282.36,0.58685
1282.46,0.48786
1282.56,0.37424
1282.66,0.26596
1282.76,0.18366
1282.86,0.14565
1282.96,0.15855
1283.06,0.21054
1283.16,0.27362
1283.26,0.31751
1283.36,0.33011
1283.46,0.3197
1283.56,0.30811
1283.66,0.30782
1283.76,0.32589
1283.86,0.3656
1283.96,0.42317
1284.06,0.48369
1284.16,0.537995
1284.26,0.56481
1284.36,0.57203
1284.46,0.55836
1284.56,0.526795
1284.66,0.485135
1284.76,0.442715
1284.86,0.41001
1284.96,0.39994
1285.06,0.425725
1285.16,0.492495
1285.26,0.584785
1285.36,0.67104
1285.46,0.71922
1285.56,0.71865
1285.66,0.68626
1285.76,0.652985
1285.86,0.64538
1285.96,0.666975
1286.06,0.70088
1286.16,0.725165
1286.26,0.72356
1286.36,0.699565
1286.46,0.67081
1286.56,0.65325
1286.66,0.65397
1286.76,0.67277
1286.86,0.70216
1286.96,0.73411
1287.06,0.7628
1287.16,0.78002
1287.26,0.77759
1287.36,0.75257
1287.46,0.7049
1287.56,0.63869
1287.66,0.5622
1287.76,0.48435
1287.86,0.41303
1287.96,0.3592
1288.06,0.331125
1288.16,0.327275
1288.26,0.347675
1288.36,0.390755
1288.46,0.44859
1288.56,0.50699
1288.66,0.550645
1288.76,0.566445
1288.86,0.551255
1288.96,0.50903
1289.06,0.454445
1289.16,0.40655
1289.26,0.38281
1289.36,0.388365
1289.46,0.409635
1289.56,0.42606
1289.66,0.42128
1289.76,0.389385
1289.86,0.34101
1289.96,0.295395
1290.06,0.28529
1290.16,0.30893
1290.26,0.35169
1290.36,0.38716
1290.46,0.40347
1290.56,0.40651
1290.66,0.41618
1290.76,0.44601
1290.86,0.49454
1290.96,0.54132
1291.06,0.55859
1291.16,0.52634
1291.26,0.4456
1291.36,0.3438
1291.46,0.25056
1291.56,0.18276
1291.66,0.14954
1291.76,0.14754
1291.86,0.16673
1291.96,0.19234
1292.06,0.21078
1292.16,0.21971
1292.26,0.22428
1292.36,0.2298
1292.46,0.23518
1292.56,0.24219
1292.66,0.2558
1292.76,0.26658
1292.86,0.26185
1292.96,0.24247
1293.06,0.22742
1293.16,0.24082
1293.26,0.29329
1293.36,0.37992
1293.46,0.48131
1293.56,0.57194
1293.66,0.63163
1293.76,0.65262
1293.86,0.62874
1293.96,0.54326
1294.06,0.39531
1294.16,0.20789
1294.26,0.03003
1294.36,-0.08021
1294.46,-0.08512
1294.56,0.01319
1294.66,0.17249
1294.76,0.32991
1294.86,0.43499
1294.96,0.48159
1295.06,0.49824
1295.16,0.50427
1295.26,0.50629
1295.36,0.50419
1295.46,0.49193
1295.56,0.45684
1295.66,0.39311
1295.76,0.30979
1295.86,0.22489
1295.96,0.15979
1296.06,0.12046
1296.16,0.10748
1296.26,0.11934
1296.36,0.14909
1296.46,0.1845
1296.56,0.20824
1296.66,0.21793
1296.76,0.22748
1296.86,0.25666
1296.96,0.31852
1297.06,0.41055
1297.16,0.51597
1297.26,0.6083
1297.36,0.66577
1297.46,0.68786
1297.56,0.69377
1297.66,0.71135
1297.76,0.74284
1297.86,0.76974
1297.96,0.77092
1298.06,0.74102
1298.16,0.69505
1298.26,0.6629
1298.36,0.67497
1298.46,0.74016
1298.56,0.83689
1298.66,0.9271
1298.76,0.97786
1298.86,0.98422
1298.96,0.973
1299.06,0.98153
1299.16,1.02924
1299.26,1.10213
1299.36,1.16455
1299.46,1.17871
1299.56,1.12387
1299.66,1.00556
1299.76,0.85303
1299.86,0.7091
1299.96,0.60852
1300.06,0.56121
1300.16,0.55523
1300.26,0.56851
1300.36,0.57927
1300.46,0.57292
1300.56,0.54823
1300.66,0.51867
1300.76,0.49922
1300.86,0.49827
1300.96,0.51221
1301.06,0.53152
1301.16,0.55409
1301.26,0.58083
1301.36,0.61114
1301.46,0.64236
1301.56,0.67687
1301.66,0.73362
1301.76,0.82471
1301.86,0.94074
1301.96,1.04784
1302.06,1.1069
1302.16,1.10374
1302.26,1.04424
1302.36,0.94994
1302.46,0.85518
1302.56,0.78384
1302.66,0.73544
1302.76,0.69158
1302.86,0.64805
1302.96,0.61123
1303.06,0.57353
1303.16,0.52937
1303.26,0.48435
1303.36,0.4612
1303.46,0.47801
1303.56,0.53005
1303.66,0.59322
1303.76,0.64132
1303.86,0.65709
1303.96,0.6408
1304.06,0.60332
1304.16,0.56186
1304.26,0.51809
1304.36,0.46344
1304.46,0.40167
1304.56,0.35443
1304.66,0.34494
1304.76,0.37673
1304.86,0.43784
1304.96,0.49647
1305.06,0.51385
1305.16,0.48509
1305.26,0.44389
1305.36,0.4392
1305.46,0.51703
1305.56,0.69936
1305.66,0.97027
1305.76,1.26655
1305.86,1.50053
1305.96,1.59687
1306.06,1.53919
1306.16,1.36602
1306.26,1.13435
1306.36,0.89367
1306.46,0.67972
1306.56,0.50759
1306.66,0.37921
1306.76,0.30142
1306.86,0.28608
1306.96,0.33376
1307.06,0.42561
1307.16,0.51678
1307.26,0.56549
1307.36,0.55248
1307.46,0.4886
1307.56,0.40709
1307.66,0.35027
1307.76,0.35082
1307.86,0.41309
1307.96,0.51986
1308.06,0.64263
1308.16,0.75021
1308.26,0.82642
1308.36,0.87319
1308.46,0.89819
1308.56,0.90379
1308.66,0.88685
1308.76,0.83881
1308.86,0.75184
1308.96,0.63879
1309.06,0.52541
1309.16,0.4391
1309.26,0.40059
1309.36,0.41346
1309.46,0.46617
1309.56,0.54029
1309.66,0.60642
1309.76,0.63213
1309.86,0.60296
1309.96,0.52532
1310.06,0.42048
1310.16,0.31971
1310.26,0.25092
1310.36,0.22219
1310.46,0.22478
1310.56,0.24036
1310.66,0.2504
1310.76,0.25453
1310.86,0.26916
1310.96,0.302
1311.06,0.35312
1311.16,0.40797
1311.26,0.437
1311.36,0.42178
1311.46,0.36731
1311.56,0.30025
1311.66,0.25505
1311.76,0.26011
1311.86,0.31779
1311.96,0.3947
1312.06,0.45024
1312.16,0.45779
1312.26,0.41929
1312.36,0.37161
1312.46,0.35664
1312.56,0.39085
1312.66,0.46108
1312.76,0.53233
1312.86,0.57242
1312.96,0.56529
1313.06,0.51622
1313.16,0.44961
1313.26,0.39331
1313.36,0.36377
1313.46,0.35087
1313.56,0.33917
1313.66,0.32745
1313.76,0.32243
1313.86,0.33771
1313.96,0.37988
1314.06,0.44159
1314.16,0.51062
1314.26,0.5687
1314.36,0.59796
1314.46,0.59314
1314.56,0.5693
1314.66,0.54084
1314.76,0.51706
1314.86,0.50824
1314.96,0.51548
1315.06,0.53904
1315.16,0.57128
1315.26,0.59338
1315.36,0.58688
1315.46,0.54599
1315.56,0.48244
1315.66,0.41665
1315.76,0.37287
1315.86,0.36459
1315.96,0.38238
1316.06,0.40977
1316.16,0.43131
1316.26,0.43797
1316.36,0.43245
1316.46,0.42125
1316.56,0.40818
1316.66,0.39059
1316.76,0.36293
1316.86,0.32433
1316.96,0.28036
1317.06,0.24677
1317.16,0.23993
1317.26,0.25909
1317.36,0.29136
1317.46,0.32206
1317.56,0.33793
1317.66,0.33125
1317.76,0.30848
1317.86,0.2814
1317.96,0.26014
1318.06,0.25209
1318.16,0.26001
1318.26,0.28303
1318.36,0.31693
1318.46,0.35538
1318.56,0.38854
1318.66,0.40684
1318.76,0.41322
1318.86,0.41119
1318.96,0.39828
1319.06,0.37586
1319.16,0.34834
1319.26,0.32463
1319.36,0.32186
1319.46,0.35415
1319.56,0.42408
1319.66,0.51335
1319.76,0.59339
1319.86,0.63992
1319.96,0.64589
1320.06,0.6201
1320.16,0.57956
1320.26,0.54532
1320.36,0.52987
1320.46,0.53225
1320.56,0.54713
1320.66,0.56197
1320.76,0.56023
1320.86,0.532
1320.96,0.47604
1321.06,0.40394
1321.16,0.33427
1321.26,0.27923
1321.36,0.2378
1321.46,0.21046
1321.56,0.19419
1321.66,0.17994
1321.76,0.17579
1321.86,0.20651
1321.96,0.2573
1322.06,0.26182
1322.16,0.18506
1322.26,0.03849
1322.36,-0.11482
1322.46,-0.19297
1322.56,-0.15144
1322.66,-0.00804
1322.76,0.17423
1322.86,0.31518
1322.96,0.36452
1323.06,0.3406
1323.16,0.32118
1323.26,0.34036
1323.36,0.38536
1323.46,0.43321
1323.56,0.46286
1323.66,0.4779
1323.76,0.5044
1323.86,0.57227
1323.96,0.69357
1324.06,0.85244
1324.16,1.00658
1324.26,1.11294
1324.36,1.14936
1324.46,1.11961
1324.56,1.03578
1324.66,0.91599
1324.76,0.77795
1324.86,0.64126
1324.96,0.51578
1325.06,0.41058
1325.16,0.33787
1325.26,0.30346
1325.36,0.29742
1325.46,0.30566
1325.56,0.3146
1325.66,0.32195
1325.76,0.33008
1325.86,0.34123
1325.96,0.35886
1326.06,0.39185
1326.16,0.44506
1326.26,0.50599
1326.36,0.55823
1326.46,0.596
1326.56,0.6138
1326.66,0.6107
1326.76,0.58682
1326.86,0.54478
1326.96,0.49099
1327.06,0.43252
1327.16,0.37901
1327.26,0.34212
1327.36,0.32911
1327.46,0.33747
1327.56,0.35325
1327.66,0.36667
1327.76,0.37656
1327.86,0.38782
1327.96,0.42423
1328.06,0.52019
1328.16,0.68632
1328.26,0.88568
1328.36,1.05294
1328.46,1.1336
1328.56,1.10399
1328.66,0.98445
1328.76,0.83686
1328.86,0.725
1328.96,0.67901
1329.06,0.6811
1329.16,0.67957
1329.26,0.63979
1329.36,0.56498
1329.46,0.48208
1329.56,0.41683
1329.66,0.38763
1329.76,0.39648
1329.86,0.42843
1329.96,0.46319
1330.06,0.49154
1330.16,0.51547
1330.26,0.53854
1330.36,0.5589
1330.46,0.57256
1330.56,0.57002
1330.66,0.54833
1330.76,0.51809
1330.86,0.49952
1330.96,0.51144
1331.06,0.56162
1331.16,0.6433
1331.26,0.72761
1331.36,0.78456
1331.46,0.80341
1331.56,0.78236
1331.66,0.73334
1331.76,0.6698
1331.86,0.59823
1331.96,0.52591
1332.06,0.46318
1332.16,0.41904
1332.26,0.39813
1332.36,0.39811
1332.46,0.41378
1332.56,0.43652
1332.66,0.46173
1332.76,0.4846
1332.86,0.49648
1332.96,0.48912
1333.06,0.46164
1333.16,0.4263
1333.26,0.4065
1333.36,0.42245
1333.46,0.47679
1333.56,0.55627
1333.66,0.64232
1333.76,0.7201
1333.86,0.78429
1333.96,0.84075
1334.06,0.90003
1334.16,0.96742
1334.26,1.05424
1334.36,1.19134
1334.46,1.41843
1334.56,1.73799
1334.66,2.09689
1334.76,2.40135
1334.86,2.56565
1334.96,2.54558
1335.06,2.35549
1335.16,2.07318
1335.26,1.79995
1335.36,1.60576
1335.46,1.49514
1335.56,1.4231
1335.66,1.34331
1335.76,1.23334
1335.86,1.09445
1335.96,0.95319
1336.06,0.83999
1336.16,0.76991
1336.26,0.72979
1336.36,0.69971
1336.46,0.67213
1336.56,0.65239
1336.66,0.64418
1336.76,0.63918
1336.86,0.62712
1336.96,0.60953
1337.06,0.59547
1337.16,0.602
1337.26,0.65542
1337.36,0.7487
1337.46,0.83051
1337.56,0.85329
1337.66,0.80079
1337.76,0.70459
1337.86,0.62104
1337.96,0.58896
1338.06,0.60347
1338.16,0.63033
1338.26,0.638
1338.36,0.60869
1338.46,0.54741
1338.56,0.48601
1338.66,0.44278
1338.76,0.41274
1338.86,0.38173
1338.96,0.3461
1339.06,0.3137
1339.16,0.29947
1339.26,0.31766
1339.36,0.36682
1339.46,0.4286
1339.56,0.47738
1339.66,0.4862
1339.76,0.44386
1339.86,0.36911
1339.96,0.30224
1340.06,0.28076
1340.16,0.3276
1340.26,0.43314
1340.36,0.558
1340.46,0.66242
1340.56,0.72459
1340.66,0.74161
1340.76,0.72392
1340.86,0.69017
1340.96,0.65215
1341.06,0.60781
1341.16,0.55546
1341.26,0.50028
1341.36,0.45251
1341.46,0.42413
1341.56,0.41586
1341.66,0.42402
1341.76,0.44052
1341.86,0.45983
1341.96,0.47953
1342.06,0.50049
1342.16,0.52407
1342.26,0.54742
1342.36,0.57156
1342.46,0.5975
1342.56,0.62923
1342.66,0.67102
1342.76,0.71731
1342.86,0.75961
1342.96,0.78425
1343.06,0.7774
1343.16,0.73814
1343.26,0.68144
1343.36,0.62481
1343.46,0.57457
1343.56,0.52771
1343.66,0.46415
1343.76,0.36803
1343.86,0.25134
1343.96,0.14718
1344.06,0.08899
1344.16,0.09533
1344.26,0.15262
1344.36,0.22394
1344.46,0.27842
1344.56,0.31181
1344.66,0.34901
1344.76,0.423
1344.86,0.53345
1344.96,0.64706
1345.06,0.71965
1345.16,0.72629
1345.26,0.67231
1345.36,0.59659
1345.46,0.55152
1345.56,0.56899
1345.66,0.63807
1345.76,0.72088
1345.86,0.78178
1345.96,0.80035
1346.06,0.77711
1346.16,0.71906
1346.26,0.61991
1346.36,0.47182
1346.46,0.28127
1346.56,0.07613
1346.66,-0.08927
1346.76,-0.14585
1346.86,-0.05235
1346.96,0.16879
1347.06,0.4594
1347.16,0.75575
1347.26,1.00821
1347.36,1.19261
1347.46,1.28914
1347.56,1.2794
1347.66,1.16732
1347.76,0.97983
1347.86,0.75798
1347.96,0.54847
1348.06,0.39372
1348.16,0.31112
1348.26,0.28079
1348.36,0.27391
1348.46,0.27365
1348.56,0.27892
1348.66,0.29412
1348.76,0.31888
1348.86,0.34554
1348.96,0.36443
1349.06,0.37302
1349.16,0.38094
1349.26,0.40228
1349.36,0.44022
1349.46,0.4862
1349.56,0.52469
1349.66,0.53918
1349.76,0.52044
1349.86,0.47321
1349.96,0.41459
1350.06,0.36859
1350.16,0.35765
1350.26,0.39885
1350.36,0.48889
1350.46,0.60404
1350.56,0.70933
1350.66,0.77195
1350.76,0.7868
1350.86,0.78939
1350.96,0.82677
1351.06,0.92482
1351.16,1.07182
1351.26,1.21739
1351.36,1.29982
1351.46,1.27984
1351.56,1.15936
1351.66,0.98495
1351.76,0.82918
1351.86,0.76763
1351.96,0.83407
1352.06,1.00547
1352.16,1.20355
1352.26,1.32543
1352.36,1.31103
1352.46,1.17524
1352.56,0.99761
1352.66,0.87769
1352.76,0.86949
1352.86,0.95625
1352.96,1.07193
1353.06,1.1466
1353.16,1.14859
1353.26,1.08503
1353.36,0.98976
1353.46,0.89606
1353.56,0.82612
1353.66,0.7881
1353.76,0.77827
1353.86,0.78769
1353.96,0.8095
1354.06,0.83254
1354.16,0.8417
1354.26,0.8201
1354.36,0.75522
1354.46,0.65156
1354.56,0.52102
1354.66,0.38056
1354.76,0.26988
1354.86,0.23189
1354.96,0.28531
1355.06,0.42044
1355.16,0.60411
1355.26,0.80348
1355.36,0.99597
1355.46,1.16775
1355.56,1.31024
1355.66,1.42115
